id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,policy_code,loan_status
1061877,20000,20000, 36 months,13.49,678.61,C,C1,6 years,3,75000,3,22.38,0,36100,1,,,7,0,19548,90.8,17,0,0,1,2
1067018,3000,3000, 36 months,14.65,103.49,C,C3,5 years,3,71000,3,21.84,0,37926,1,59,,4,0,15072,88.7,14,0,0,1,2
1067223,7350,7350, 36 months,10.65,239.42,B,B2,10+ years,1,48000,1,11.93,0,38749,0,,,5,0,15587,77.5,5,0,0,1,2
1067004,11500,11500, 36 months,15.27,400.18,C,C4,5 years,3,36000,1,21.1,0,36008,1,54,,7,0,8969,76.7,14,0,0,1,2
1031265,13650,13650, 36 months,12.42,456.12,B,B4,10+ years,1,86000,1,12.29,0,34455,1,,,12,0,16140,73.4,34,0,0,1,1
1066835,10500,10500, 36 months,16.29,370.66,D,D1,3 years,3,30000,2,15,0,39387,1,,,7,0,5379,55.5,8,0,0,1,1
1067181,12000,12000, 36 months,9.91,386.7,B,B1,2 years,3,60000,1,15.5,0,37773,0,,,7,0,12168,85.7,21,0,0,1,2
1067179,6000,6000, 36 months,8.9,190.52,A,A5,3 years,3,34000,1,14.51,0,38292,2,,,9,0,13683,64.8,16,0,0,1,2
1067172,11500,11500, 36 months,15.27,400.18,C,C4,10+ years,1,44200,3,21.69,0,38200,1,,,9,0,13147,90,11,0,0,1,2
1066712,7000,7000, 36 months,12.42,233.91,B,B4,7 years,1,82000,1,12,0,37408,1,79,,6,0,25334,71.6,31,0,0,1,2
1066706,29500,29500, 60 months,20.3,786.51,E,E5,6 years,1,83000,2,20.93,0,33208,0,,,12,0,22087,89.8,35,0,0,1,2
1066836,2000,2000, 36 months,15.27,69.6,C,C4,2 years,3,41000,3,17.74,0,38139,1,,,7,0,18115,96.4,11,0,0,1,2
1066826,11625,11625, 36 months,13.49,394.45,C,C1,< 1 year,1,36000,2,19.33,0,34001,1,,,17,0,19979,84.7,31,0,0,1,2
1063280,15075,15075, 36 months,14.27,517.21,C,C2,10+ years,3,35000,3,20.16,0,36739,1,,,7,0,10570,89.6,14,0,0,1,1
1057447,5300,5300, 36 months,15.27,184.43,C,C4,1 year,3,30000,3,24.88,0,38504,2,,,11,0,7855,82.7,13,0,0,1,2
1040867,8200,8200, 36 months,6.62,251.77,A,A2,< 1 year,3,40000,2,11.1,0,36800,1,,,7,0,2573,25.5,11,0,0,1,2
1065232,12000,12000, 36 months,12.42,400.99,B,B4,9 years,1,105000,1,13.98,0,33543,1,65,,10,0,11243,75,25,0,0,1,2
1052492,8650,8650, 36 months,14.27,296.78,C,C2,4 years,1,45000,2,7.6,0,38473,2,44,,14,0,6602,58.9,23,0,0,1,2
1066763,12000,12000, 36 months,12.42,400.99,B,B4,2 years,3,83000,1,11.81,0,37104,2,52,,14,0,16550,51.1,61,0,0,1,2
1066798,9500,9500, 36 months,12.69,318.68,B,B5,< 1 year,1,52500,2,23.54,0,36342,2,,,14,0,23729,75.3,42,0,0,1,1
1066639,7400,7400, 36 months,13.49,251.09,C,C1,< 1 year,2,25000,2,8.45,0,32933,0,,,5,0,5199,92.8,13,0,0,1,2
1066633,14400,14400, 36 months,13.49,488.6,C,C1,10+ years,1,60000,1,16.92,0,35125,1,57,,15,0,23317,65,26,0,0,1,2
1060644,24250,18100, 60 months,23.91,519.76,G,G4,7 years,1,120000,3,12.96,0,36617,3,,,7,0,31992,99,20,0,0,1,2
1066766,7200,7200, 36 months,7.9,225.29,A,A4,3 years,3,68000,2,7.98,0,37257,0,,,5,0,8783,82.9,14,0,0,1,1
1066613,26000,26000, 60 months,16.77,642.96,D,D2,10+ years,1,53000,3,11.77,0,36039,1,,,5,0,7560,72.7,14,0,0,1,1
1065648,7000,7000, 60 months,11.71,154.69,B,B3,6 years,1,69600,3,26.22,0,29129,0,,,10,0,45449,90.9,23,0,0,1,1
1066768,4000,4000, 36 months,7.51,124.45,A,A3,< 1 year,3,65000,2,18.17,0,37530,0,,,10,0,10032,50.7,24,0,0,1,2
1066617,1500,1500, 36 months,17.27,53.69,D,D3,10+ years,1,144000,3,8.23,1,35400,0,14,,6,0,14186,97.8,14,0,0,1,2
1062015,19600,19600, 36 months,12.42,654.94,B,B4,2 years,3,75000,3,11.62,0,38961,0,,,8,0,20355,50.1,12,0,0,1,2
1066598,2500,2500, 36 months,11.71,82.69,B,B3,7 years,1,29000,3,18.7,0,38596,0,63,,5,0,2668,66.7,13,0,0,1,2
1066503,10000,10000, 36 months,12.69,335.45,B,B5,2 years,3,70000,1,2.69,0,36800,0,,,5,0,6035,70.2,6,0,0,1,1
1066530,10000,10000, 36 months,6.62,307.04,A,A2,5 years,3,45000,1,26.85,0,29738,0,,,15,0,10133,70.4,40,0,0,1,2
1066520,4225,4225, 36 months,12.42,141.18,B,B4,5 years,1,55200,1,17.61,0,37591,1,,,6,0,4055,73.7,12,0,0,1,2
1065929,3500,3500, 36 months,7.9,109.52,A,A4,7 years,1,61440,1,6.46,1,35431,0,9,,6,0,15472,55.5,19,0,0,1,2
1066582,12000,12000, 36 months,6.62,368.45,A,A2,10+ years,1,56000,1,13.65,0,36647,0,,,7,0,9873,80.3,21,0,0,1,2
1066348,16500,16500, 36 months,8.9,523.93,A,A5,< 1 year,3,47000,2,9.06,0,36951,1,,,6,0,13917,38.8,24,0,0,1,2
1061430,22000,22000, 60 months,21.67,603.5,F,F3,< 1 year,3,55000,3,15.62,0,36982,1,,,9,0,20154,79.4,27,0,0,1,2
1061519,12000,12000, 36 months,14.65,413.94,C,C3,1 year,3,71000,3,14.87,0,36312,2,,,15,0,17972,71,38,0,0,1,2
1066480,10800,10800, 36 months,12.42,360.89,B,B4,8 years,3,135000,3,12.12,0,37530,0,,,14,0,18467,74.5,23,0,0,1,2
1066471,14000,14000, 36 months,12.42,467.82,B,B4,10+ years,1,63000,1,7.35,0,34274,0,,,5,0,17212,97.8,19,0,0,1,2
1066318,6000,6000, 36 months,13.49,203.59,C,C1,5 years,1,50000,1,15.58,0,37742,1,49,,8,0,7361,83.6,14,0,0,1,2
1066453,12000,12000, 36 months,9.91,386.7,B,B1,5 years,3,80000,1,14.83,0,36800,0,,,11,0,17536,67.7,21,0,0,1,2
1063090,10000,10000, 36 months,12.42,334.16,B,B4,4 years,3,45000,1,10.45,0,38384,0,,,14,0,10177,51.6,19,0,0,1,2
1061406,8000,8000, 36 months,7.9,250.33,A,A4,2 years,3,78000,1,6.09,0,38718,1,,,16,0,15988,55.9,31,0,0,1,2
1066278,14125,14125, 36 months,9.91,455.18,B,B1,1 year,3,33000,3,23.13,0,35765,3,,,12,0,19472,66,20,0,0,1,2
1066281,14000,14000, 36 months,12.69,469.63,B,B5,5 years,3,62800,1,19.24,0,34639,1,,,10,0,13579,64.5,18,0,0,1,2
1056150,13200,8975, 60 months,17.27,224.36,D,D3,3 years,3,26400,2,9.64,0,39022,3,,,8,0,7411,50.1,12,0,0,1,2
1066434,4000,4000, 36 months,19.03,146.69,E,E2,10+ years,1,80000,1,20.59,1,35612,2,15,,30,0,6654,22.6,56,0,0,1,2
1048526,4000,4000, 36 months,12.69,134.18,B,B5,2 years,3,25000,1,6.86,0,38384,3,,,5,0,8546,79.7,13,0,0,1,1
1028566,10500,10500, 36 months,6.03,319.58,A,A1,10+ years,1,65000,2,10.36,0,29891,0,,,8,0,10729,18.7,16,0,0,1,2
1066424,5500,5500, 36 months,7.9,172.1,A,A4,10+ years,2,59000,2,6.65,0,33512,0,35,52,10,1,9130,43.3,23,0,0,1,2
1066212,7350,7350, 36 months,11.71,243.11,B,B3,1 year,3,33000,3,22.51,0,35916,1,,,13,0,24782,77.9,23,0,0,1,2
1066232,10000,10000, 36 months,12.42,334.16,B,B4,10+ years,3,39000,2,18.31,0,36008,1,,,7,0,11691,90.6,19,0,0,1,1
1056219,12000,12000, 36 months,7.51,373.33,A,A3,10+ years,3,42000,1,10.74,0,34486,1,,,7,0,18913,43,17,0,0,1,2
1066199,5000,5000, 60 months,11.71,110.5,B,B3,5 years,1,38004,1,23.78,0,39022,0,,,12,0,10023,57.3,17,0,0,1,2
1060851,8000,8000, 60 months,11.71,176.79,B,B3,3 years,2,31000,2,16.22,0,38777,3,,,13,0,2751,34.4,29,0,0,1,2
972383,4500,4500, 36 months,8.9,142.89,A,A5,10+ years,1,50700,3,23.43,0,35309,0,,,10,0,9127,24.4,20,0,0,1,2
1066191,18000,18000, 36 months,12.42,601.48,B,B4,1 year,2,75000,3,12.51,0,33329,2,,,9,0,14810,66.1,27,0,0,1,2
1066379,12000,12000, 36 months,13.49,407.17,C,C1,6 years,3,40000,1,15.72,0,36373,0,77,,8,0,10790,80.5,13,0,0,1,2
1066364,10000,10000, 36 months,13.49,339.31,C,C1,10+ years,1,50000,1,5.88,1,36039,2,13,,5,0,8899,47.6,15,0,0,1,2
1066140,6000,6000, 36 months,7.9,187.75,A,A4,7 years,1,80000,1,8.87,0,34151,4,,,8,0,19071,30.3,29,0,0,1,2
1066171,12000,12000, 36 months,12.69,402.54,B,B5,4 years,3,40000,1,22.2,0,36100,1,,,9,0,16273,55.5,23,0,0,1,2
1066162,12000,12000, 36 months,8.9,381.04,A,A5,7 years,3,80000,1,9.13,0,37895,0,,,8,0,13088,83.5,16,0,0,1,1
1040154,7000,7000, 36 months,11.71,231.54,B,B3,2 years,3,75000,2,15.57,0,36892,0,,,7,0,22196,94.1,17,0,0,1,2
1066155,35000,26825, 60 months,18.64,690.56,E,E1,8 years,1,85000,3,12,0,34700,1,,,16,0,31071,53,50,0,0,1,2
1065382,1400,1400, 36 months,7.9,43.81,A,A4,1 year,3,28800,1,10,0,37773,1,,,5,0,2016,9.9,7,0,0,1,2
1063447,16000,16000, 60 months,13.49,368.08,C,C1,10+ years,3,35000,3,16.22,0,37438,1,,,6,0,19184,58.5,14,0,0,1,1
1065932,3200,3200, 36 months,9.91,103.12,B,B1,9 years,3,61200,1,2.16,0,36495,0,,113,5,1,2795,33.3,17,0,0,1,2
1065936,8000,8000, 36 months,7.9,250.33,A,A4,1 year,3,40000,1,13.35,0,35400,0,,,4,0,2440,34.4,11,0,0,1,2
1066112,11875,11875, 60 months,12.69,268.32,B,B5,< 1 year,3,25920,2,23.75,0,36982,0,,,8,0,13932,94.1,28,0,0,1,1
1066084,5000,5000, 36 months,6.03,152.18,A,A1,9 years,1,54000,1,3.82,0,36130,0,,,6,0,1779,4,14,0,0,1,2
1066081,1800,1800, 36 months,6.62,55.27,A,A2,10+ years,3,18000,1,23.8,0,36923,0,,,5,0,1792,39.8,12,0,0,1,2
1065896,35000,35000, 36 months,8.9,1111.37,A,A5,5 years,3,85000,3,17.73,0,37073,0,,,7,0,16720,61.5,13,0,0,1,2
1066065,18000,18000, 36 months,8.9,571.56,A,A5,5 years,3,78000,3,7,0,36069,1,,,6,0,17769,66.3,10,0,0,1,2
1066071,14000,14000, 36 months,7.9,438.07,A,A4,10+ years,2,45600,1,19.74,0,33756,0,,,5,0,15846,63.9,10,0,0,1,1
1062094,5000,5000, 36 months,12.42,167.08,B,B4,2 years,3,70000,1,20.06,0,38047,1,,,14,0,13543,54.2,26,0,0,1,2
1061154,8000,8000, 36 months,15.96,281.1,C,C5,4 years,3,70000,2,14.04,0,36617,2,,,10,0,24072,91.9,30,0,0,1,2
1066061,10000,10000, 36 months,6.03,304.36,A,A1,9 years,1,80000,1,12.99,0,32021,0,,,7,0,27644,45.2,17,0,0,1,2
1065863,10000,10000, 36 months,7.51,311.11,A,A3,5 years,3,50000,3,4.63,0,38777,2,,,8,0,6592,25.7,25,0,0,1,2
1065862,12000,12000, 36 months,12.42,400.99,B,B4,10+ years,1,35000,3,18.51,0,36130,0,,,10,0,8198,75.7,13,0,0,1,2
1065854,23200,23200, 36 months,7.9,725.94,A,A4,3 years,1,65000,3,27.99,0,37165,0,,,10,0,36381,47,34,0,0,1,2
1062260,4800,4800, 36 months,15.27,167.03,C,C4,10+ years,1,75000,1,9.3,0,37681,1,,,13,0,22195,73.7,18,0,0,1,2
1065842,7300,7300, 36 months,11.71,241.46,B,B3,6 years,3,35000,1,16.42,0,37469,1,,,10,0,9628,44.6,17,0,0,1,2
1066018,10400,10400, 36 months,9.91,335.14,B,B1,6 years,3,40000,2,11.67,0,36434,2,,,7,0,11624,80.6,19,0,0,1,2
1049352,6600,6600, 36 months,9.91,212.69,B,B1,1 year,1,100000,1,15.53,0,37438,2,,,10,0,2171,27.8,30,0,0,1,2
1066016,12000,12000, 36 months,8.9,381.04,A,A5,7 years,2,40000,1,9.45,0,37377,0,73,,12,0,13756,37.4,20,0,0,1,2
1065997,13250,13250, 36 months,17.27,474.19,D,D3,10+ years,3,52000,3,23.7,0,36008,0,70,,8,0,15002,91.5,18,0,0,1,2
1061891,12000,12000, 36 months,11.71,396.92,B,B3,3 years,3,92500,2,15.97,0,38777,2,,,11,0,9558,56.2,21,0,0,1,2
1065752,25000,25000, 36 months,9.91,805.63,B,B1,9 years,3,61000,2,10.35,0,35247,0,,,5,0,23712,49.4,10,0,0,1,2
1063126,6000,6000, 36 months,10.65,195.44,B,B2,10+ years,3,36000,1,14.43,0,35431,1,29,,5,0,13626,48.5,9,0,0,1,2
1065738,12000,12000, 36 months,7.51,373.33,A,A3,10+ years,1,68000,1,7.08,0,33239,1,,,7,0,15433,55.6,34,0,0,1,2
1061467,14400,14400, 36 months,11.71,476.3,B,B3,1 year,3,80000,1,16.35,0,35004,1,,,10,0,19983,48.4,16,0,0,1,2
1065721,10000,10000, 36 months,12.42,334.16,B,B4,10+ years,3,43000,1,11.58,0,36617,0,51,,13,0,13034,65.5,33,0,0,1,2
1065717,8000,8000, 36 months,11.71,264.61,B,B3,1 year,3,150000,1,2.48,1,35247,0,5,,5,0,9722,56.2,8,0,0,1,2
1065026,8000,8000, 36 months,16.29,282.41,D,D1,5 years,3,50000,1,13.22,0,38657,0,,,9,0,5106,72.9,12,0,0,1,1
1057001,30000,30000, 60 months,12.42,673.72,B,B4,3 years,3,70000,2,0.94,0,38899,0,,,7,0,1159,3.2,14,0,0,1,1
1065513,18000,18000, 60 months,16.77,445.13,D,D2,6 years,2,40000,1,18.42,0,36831,3,,,7,0,11147,73.4,20,0,0,1,1
1065698,13250,13250, 36 months,11.71,438.26,B,B3,2 years,2,35000,1,22.35,0,38200,1,,,16,0,10014,67.2,21,0,0,1,2
1065681,14000,14000, 36 months,14.27,480.33,C,C2,6 years,3,80000,1,16.21,0,37469,0,,,8,0,11546,96.2,11,0,0,1,2
1061788,20000,20000, 60 months,20.3,533.23,E,E5,10+ years,2,59000,3,20.91,0,36739,2,,,16,0,32137,83.1,32,0,0,1,1
1065484,10000,10000, 36 months,16.29,353.01,D,D1,10+ years,3,40000,3,24.39,0,37104,1,,,7,0,11665,96.4,18,0,0,1,2
1061681,35000,23250, 60 months,20.3,619.88,E,E5,5 years,3,85000,3,20.16,0,37956,0,,,11,0,31306,74.5,24,0,0,1,2
1065661,4000,4000, 36 months,6.03,121.75,A,A1,1 year,3,55000,1,7.05,0,37165,0,,,7,0,2189,43.8,18,0,0,1,2
1065663,13000,13000, 36 months,9.91,418.93,B,B1,6 years,3,110000,1,8.38,0,37043,0,,,8,0,9599,81.3,14,0,0,1,2
1065480,28000,28000, 36 months,12.69,939.26,B,B5,5 years,3,100000,2,12.35,0,36800,0,,,7,0,5739,67.5,15,0,0,1,2
1065658,10000,10000, 36 months,13.49,339.31,C,C1,3 years,3,62000,1,11.52,0,36800,0,,,9,0,16462,79.1,20,0,0,1,2
1065447,20000,20000, 36 months,7.9,625.81,A,A4,< 1 year,3,45000,3,9.25,0,29891,1,,,8,0,14386,74.9,10,0,0,1,2
1065470,18000,18000, 36 months,9.91,580.05,B,B1,5 years,3,110000,3,10,0,36526,1,,,8,0,12371,62.5,22,0,0,1,2
1065467,9000,9000, 60 months,19.91,238,E,E4,3 years,3,60000,3,22.56,0,35765,1,,,17,0,21321,91.1,30,0,0,1,1
1065649,25000,25000, 60 months,18.64,643.58,E,E1,10+ years,3,61500,3,12.6,1,36617,0,22,,11,0,24278,60.8,25,0,0,1,1
1065430,10000,10000, 36 months,11.71,330.76,B,B3,3 years,3,33000,1,8.69,0,36617,0,,,6,0,6621,88.3,9,0,0,1,2
1059462,4200,4200, 36 months,6.03,127.83,A,A1,3 years,3,61000,1,8.92,0,37895,0,,,7,0,4228,12.9,16,0,0,1,2
1064102,20000,20000, 60 months,15.27,478.64,C,C4,10+ years,2,78216,3,10.79,0,34881,1,,,8,0,25161,80.3,21,0,0,1,1
1062399,18000,18000, 60 months,17.27,449.97,D,D3,1 year,1,62000,3,7.82,0,32356,2,61,,8,0,11273,86.7,30,6405.39,6396.45,1,1
1065572,24000,24000, 36 months,16.29,847.21,D,D1,2 years,3,50964,3,8.83,1,37865,1,13,,7,0,16318,69.4,13,0,0,1,2
1065567,4475,4475, 36 months,15.27,155.72,C,C4,3 years,3,43680,1,18.79,0,36861,2,,,17,0,4489,33.5,29,0,0,1,2
1065355,12000,12000, 36 months,12.42,400.99,B,B4,5 years,3,50700,2,22.49,0,37865,0,,,12,0,18682,80.8,18,0,0,1,2
1058717,18000,18000, 60 months,17.58,452.98,D,D4,n/a,1,60000,3,21.96,0,37681,1,75,,11,0,5945,83.7,28,0,0,1,2
1065348,5000,5000, 36 months,12.42,167.08,B,B4,2 years,3,30000,2,23.84,0,37043,2,,,8,0,7980,89.7,40,0,0,1,1
890389,3000,3000, 36 months,6.03,91.31,A,A1,5 years,3,50000,1,5.5,0,37956,0,,,7,0,9616,29.4,15,0,0,1,2
1065304,12000,12000, 36 months,9.91,386.7,B,B1,10+ years,3,55000,1,13,0,35855,0,,,10,0,11774,75.5,17,0,0,1,1
1065180,20000,20000, 36 months,15.27,695.96,C,C4,10+ years,1,50000,3,4.34,0,37561,1,28,,6,0,6855,52.7,12,0,0,1,2
1065298,10000,10000, 36 months,13.49,339.31,C,C1,3 years,3,84000,3,13.87,0,39114,0,55,,8,0,6046,68.7,10,0,0,1,2
1064904,15000,15000, 36 months,12.42,501.23,B,B4,6 years,2,155000,3,17.85,0,32933,0,,,14,0,68319,74.9,41,0,0,1,2
1064696,12000,12000, 36 months,7.9,375.49,A,A4,< 1 year,1,62000,2,8.71,0,37347,0,,,10,0,18125,57.7,15,0,0,1,2
1065260,6300,6300, 36 months,11.71,208.38,B,B3,2 years,3,30000,1,7.2,0,33512,1,38,,6,0,6274,84.3,11,0,0,1,2
1065110,35000,23150, 60 months,17.27,578.71,D,D3,8 years,1,208000,2,7.94,0,34001,0,24,,11,0,3761,23.5,79,0,0,1,2
1047987,8250,8250, 60 months,15.96,200.45,C,C5,2 years,1,35004,3,15.6,2,37926,1,2,,13,0,4479,7.7,21,0,0,1,2
1065103,10000,10000, 36 months,11.71,330.76,B,B3,5 years,3,32000,1,21.83,0,37165,0,,,11,0,7346,59.6,23,0,0,1,1
1065254,24000,24000, 36 months,8.9,762.08,A,A5,10+ years,1,116400,3,3.94,0,33939,4,,,14,0,3885,8.1,31,0,0,1,1
1064873,14400,14400, 36 months,12.69,483.05,B,B5,9 years,1,40000,1,20.16,0,37622,2,,,8,0,12248,79.5,13,0,0,1,2
1065244,6000,6000, 36 months,14.65,206.97,C,C3,7 years,3,34000,1,21.39,0,37530,2,45,,7,0,6546,88.5,13,0,0,1,2
1064969,22000,22000, 36 months,15.96,773.03,C,C5,5 years,1,73000,3,22.47,0,34700,1,30,,16,0,26721,85.1,32,0,0,1,2
1059620,12000,12000, 36 months,11.71,396.92,B,B3,10+ years,3,57200,2,16.36,0,36647,0,,,11,0,22059,68.5,17,0,0,1,1
1032978,16000,16000, 36 months,16.77,568.62,D,D2,< 1 year,1,114000,2,17.2,0,35977,1,,,17,0,23096,64.2,34,0,0,1,2
1065234,10000,10000, 36 months,10.65,325.74,B,B2,10+ years,1,90000,1,11.16,0,36647,1,,,15,0,30660,59.4,22,0,0,1,2
1065196,10000,10000, 36 months,12.69,335.45,B,B5,2 years,3,35000,2,12.03,0,36617,1,,,10,0,10472,84.6,15,0,0,1,1
1065199,3500,3500, 36 months,13.49,118.76,C,C1,7 years,3,56000,1,10.35,0,32690,2,47,,14,0,6943,54.2,37,0,0,1,2
1065195,9600,9600, 36 months,9.91,309.36,B,B1,5 years,3,35000,1,16.49,0,35400,0,,,8,0,10980,79,16,0,0,1,2
1065020,9875,9875, 36 months,7.9,309,A,A4,10+ years,1,40000,2,24.03,0,37408,1,,,11,0,24129,63.7,16,0,0,1,2
1065016,21500,16975, 60 months,17.58,427.19,D,D4,2 years,2,59000,3,22.86,0,32994,1,75,,13,0,18723,81.8,16,0,0,1,2
1064924,4800,4800, 36 months,7.9,150.2,A,A4,6 years,3,48000,2,13,0,38749,1,,,7,0,2936,26,13,0,0,1,2
1064940,7800,7800, 36 months,6.03,237.4,A,A1,10+ years,2,85000,1,0.78,0,34516,1,,,7,0,3878,6.2,12,0,0,1,2
1064932,20000,20000, 36 months,14.27,686.18,C,C2,10+ years,1,70000,3,6.21,0,37135,1,,,6,0,12377,89,14,0,0,1,2
1062248,9750,9750, 36 months,7.51,303.34,A,A3,4 years,3,35000,1,29.04,0,35309,1,,,9,0,13275,51.7,19,0,0,1,1
1064985,18000,15050, 60 months,15.96,365.67,C,C5,6 years,1,91000,3,23.41,0,30742,2,,,13,0,46957,67,38,0,0,1,2
1064926,5000,5000, 36 months,6.03,152.18,A,A1,9 years,1,30000,1,16.48,0,36678,0,,,7,0,5881,25.6,16,0,0,1,2
1064908,9000,9000, 36 months,14.65,310.45,C,C3,4 years,3,45000,2,17.01,1,35004,1,20,85,21,1,10464,50,51,0,0,1,2
1059118,7200,7200, 36 months,7.9,225.29,A,A4,1 year,3,55000,1,11.98,0,38838,0,,,11,0,5862,46.1,14,0,0,1,2
1064754,25000,25000, 60 months,19.42,654.31,E,E3,10+ years,3,60000,3,20.04,0,36739,0,,,12,0,17035,94.9,24,0,0,1,1
1060082,25000,25000, 36 months,15.27,869.95,C,C4,8 years,2,82000,3,18.5,0,37500,2,,,7,0,18223,70.6,23,0,0,1,2
1064736,10000,10000, 36 months,15.96,351.38,C,C5,10+ years,3,53000,3,13.09,0,36465,1,,,9,0,23870,77.2,19,0,0,1,2
1064727,8875,8875, 36 months,12.69,297.72,B,B5,5 years,1,35360,3,23.11,0,38596,1,,,9,0,13003,71.1,13,0,0,1,1
1042668,15550,15550, 36 months,11.71,514.34,B,B3,10+ years,3,54000,3,23.36,0,35977,0,,,9,0,22455,89.8,16,0,0,1,2
1064711,7500,7500, 36 months,12.69,251.59,B,B5,5 years,3,65000,1,4.41,0,39142,2,,,15,0,5927,35.5,22,0,0,1,2
1032875,8875,8875, 36 months,8.9,281.81,A,A5,6 years,2,28800,1,24.29,0,36039,0,,,10,0,8890,69.5,23,0,0,1,2
1064830,4500,4500, 36 months,17.27,161.05,D,D3,1 year,3,42000,1,4.34,0,39508,0,,,3,0,3424,68.5,3,0,0,1,2
1064681,5800,5800, 36 months,12.42,193.81,B,B4,3 years,3,36000,1,21.67,0,36831,1,38,,9,0,6558,66.9,20,0,0,1,2
1064383,10000,10000, 36 months,11.71,330.76,B,B3,2 years,3,40000,1,22.26,0,36008,1,70,,8,0,11145,47.4,17,0,0,1,2
1064675,10000,10000, 36 months,9.91,322.25,B,B1,4 years,3,50000,1,19.06,0,34425,0,69,,11,0,10898,88.6,28,0,0,1,2
1064666,14000,14000, 36 months,11.71,463.07,B,B3,1 year,3,52000,1,12.97,0,38353,1,,,6,0,13008,57.9,8,0,0,1,2
1064636,12000,12000, 36 months,8.9,381.04,A,A5,3 years,3,32000,2,6.75,0,38657,0,,,9,0,5329,59.2,12,0,0,1,1
1064805,24000,24000, 36 months,7.9,750.97,A,A4,6 years,2,75000,3,10.58,0,31594,2,,,9,0,26098,45,22,0,0,1,2
1064635,14000,14000, 36 months,14.27,480.33,C,C2,< 1 year,3,80000,1,3.3,0,38687,1,35,,10,0,7085,59,14,0,0,1,2
1064793,12000,12000, 36 months,8.9,381.04,A,A5,7 years,1,40246,3,17.08,0,36373,0,,,7,0,14573,72.2,24,0,0,1,2
1056865,15000,15000, 60 months,12.69,338.93,B,B5,3 years,2,30000,3,24.76,0,38139,1,,,7,0,16876,65.7,17,0,0,1,1
1064783,8050,8050, 36 months,12.69,270.04,B,B5,1 year,3,36000,2,14.8,0,39203,0,,,4,0,12000,81.3,7,0,0,1,1
1064623,5600,5600, 36 months,10.65,182.42,B,B2,6 years,3,60000,1,16.36,1,36251,0,4,90,11,1,2238,12.4,25,0,0,1,2
1064792,7500,7500, 36 months,9.91,241.69,B,B1,3 years,3,31200,1,12.35,0,38626,0,,,14,0,7790,57.3,18,0,0,1,2
1062701,7000,7000, 36 months,11.71,231.54,B,B3,10+ years,3,90000,3,12.19,0,36008,0,,,13,0,28060,93.8,25,0,0,1,2
1064781,5400,5400, 36 months,7.9,168.97,A,A4,4 years,3,40000,1,10.89,0,34151,0,,,5,0,8855,77,15,0,0,1,2
1064774,16000,16000, 36 months,12.42,534.65,B,B4,1 year,3,90000,3,13.67,0,37530,2,,,11,0,22488,65.2,19,0,0,1,2
1053765,35000,27575, 60 months,12.42,619.26,B,B4,9 years,1,105000,3,16.53,0,33086,0,43,,9,0,15523,25,38,0,0,1,2
1064608,6000,6000, 60 months,7.9,121.38,A,A4,< 1 year,3,30084,3,1.68,0,34516,0,,,6,0,2192,10,15,0,0,1,1
1064558,9800,9800, 36 months,16.29,345.95,D,D1,4 years,3,67000,1,21.01,0,33725,2,39,,14,0,21366,44.9,18,0,0,1,2
1064548,5000,5000, 36 months,6.62,153.52,A,A2,1 year,3,276000,2,1.82,0,38139,0,,,7,0,15175,56,18,0,0,1,2
1064462,9900,9900, 36 months,11.71,327.46,B,B3,6 years,3,26400,3,14.09,0,34425,0,,91,4,1,7911,88.9,11,0,0,1,2
1064582,4000,4000, 36 months,11.71,132.31,B,B3,n/a,3,24000,2,7.5,1,38384,0,16,,4,0,1593,54.9,6,0,0,1,2
1064579,15000,15000, 36 months,11.71,496.14,B,B3,3 years,1,68400,2,5.7,0,36708,0,,,5,0,9368,82.2,9,0,0,1,2
1046511,6250,6250, 36 months,15.96,219.61,C,C5,1 year,3,29120,1,20.85,0,36495,3,,,5,0,5771,88.8,12,0,0,1,2
1029191,6400,6400, 36 months,16.29,225.93,D,D1,< 1 year,3,29120,1,17.97,0,37043,1,,,6,0,5866,94.6,14,0,0,1,2
1064527,8850,8850, 60 months,13.49,203.6,C,C1,10+ years,1,89122,2,7.67,0,35004,0,33,,17,0,5633,84.7,38,0,0,1,2
1064567,12000,12000, 36 months,15.27,417.58,C,C4,4 years,1,54000,1,17.07,0,33512,1,56,,10,0,15723,61,34,0,0,1,2
1064500,15000,15000, 36 months,8.9,476.3,A,A5,5 years,1,30000,3,6.48,0,36770,1,,,6,0,5649,25.2,10,0,0,1,2
1063899,6500,6500, 36 months,14.27,223.01,C,C2,4 years,1,30000,1,10.12,0,37681,0,48,,5,0,10843,81.5,9,0,0,1,2
1057598,8000,8000, 36 months,15.96,281.1,C,C5,10+ years,3,50000,1,16.34,1,36281,1,21,,10,0,7634,81.2,18,0,0,1,2
1064323,15000,15000, 36 months,14.65,517.42,C,C3,10+ years,1,100500,2,14.56,0,37377,2,,,8,0,11736,74.3,14,0,0,1,2
1064317,10200,10200, 36 months,14.27,349.96,C,C2,3 years,3,40000,1,16.53,0,39083,1,,,7,0,9428,80.6,10,0,0,1,2
